		huidige situatie (2010)					verandering			situatie na realiseren kansen							
ID		# (000)	onder 	boven	€		? #	? €/stuk		# (000)	onder 	boven		€	? €	? € na TW corr	
		500	-7.987220447	232.0675215	56020.07526		0.01	0.02		505	-8.146964856	236.7088719	5	57711.88153	1691.806273	1691.806273	3
		3750	-11.98083067	122.1906608	206643.4314		0.01	0.02		3787.5	-12.22044728	124.634474	37.5	212884.063	6240.631629	6240.631629	3
																	
13a	3-18	4.32850167	0	1	2.164250835		0.02	0.05		4.415071704	0	1.05	0.086570033	2.317912644	0.153661809	0.153661809	1
	Hergebruik						0.02	0.05		0	0	0	0	0	0	0	1
		512.0617476	8.915680473	22.27071006	7984.678819		0.02	0.05		522.3029825	9.361464497	23.38424556	10.24123495	8551.591015	566.9121961	566.9121961	1
		105.1825906	20	55	3944.347147		0.02	0.05		107.2862424	21	57.75	2.103651812	4224.395794	280.0486474	280.0486474	1
		399.5207042	20	30	9988.017604		0.02	0.05		407.5111183	21	31.5	7.990414083	10697.16685	709.1492499	709.1492499	1
		2739.508707	35	60	130126.6636		0.02	0.05		2794.298881	36.75	63	54.79017414	139365.6567	9238.993115	9238.993115	1
		525.4801028	14.35415237	14.75188744	7647.322395		0.02	0.05		535.9897048	15.07185999	15.48948181	10.50960206	8190.282285	542.95989	542.95989	1
		2052.142642	64.96625185	133.196583	203329.2017		0.02	0.05		2093.185495	68.21456444	139.8564121	41.04285284	217765.575	14436.37332	14436.37332	1
		682.1718632	70	100	57984.60838		0.02	0.05		695.8153005	73.5	105	13.64343726	62101.51557	4116.907195	4116.907195	1
		4.32850167	1	2	6.492752505		0.02	0.05		4.415071704	1.05	2.1	0.086570033	6.953737933	0.460985428	0.460985428	1
		639.3196967	15	25	12786.39393		0.02	0.05		652.1060906	15.75	26.25	12.78639393	13694.2279	907.8339693	907.8339693	1
		106.0482909	40	80	6362.897455		0.02	0.05		108.1692567	42	84	2.120965818	6814.663175	451.7657193	451.7657193	1
		52.80772038	12	160	4541.463952		0.02	0.05		53.86387479	12.6	168	1.056154408	4863.907893	322.4439406	322.4439406	1
		1025.422046	18.21021528	199.7720557	111761.9131		0.02	0.05		1045.930487	19.12072604	209.7606585	20.50844091	119697.009	7935.095832	7935.095832	1
		733.2481829	84.62092131	328.6372361	151510.3965		0.02	0.05		747.9131466	88.85196737	345.0690979	14.66496366	162267.6346	10757.23815	10757.23815	1
		77.4801799	17.29050279	245.8100559	10192.53931		0.02	0.05		79.0297835	18.15502793	258.1005587	1.549603598	10916.2096	723.6702909	723.6702909	1
		3209.151138	36.3115727	627.8560831	1065707.194		0.02	0.05		3273.334161	38.12715134	659.2488872	64.18302277	1141372.405	75665.2108	75665.2108	1
																	
13a	3-18	88.88888889	0	1	44.44444444		0.02	0.05		90.66666667	0	1.05	1.777777778	47.6	3.155555556	3.155555556	1
	Hergebruik componenten						0.02	0.05		0	0	0	0	0	0	0	1
		238.0952381	8	31	4642.857143		0.02	0.05		242.8571429	8.4	32.55	4.761904762	4972.5	329.6428571	329.6428571	1
		2250	10	71	91125		0.02	0.05		2295	10.5	74.55	45	97594.875	6469.875	6469.875	1
		375	5	77	15375		0.02	0.05		382.5	5.25	80.85	7.5	16466.625	1091.625	1091.625	1
		80.8	20	87	4322.8		0.02	0.05		82.416	21	91.35	1.616	4629.7188	306.9188	306.9188	1
		29.76190476	2	44	684.5238095		0.02	0.05		30.35714286	2.1	46.2	0.595238095	733.125	48.60119048	48.60119048	1
		180	25	148	15570		0.02	0.05		183.6	26.25	155.4	3.6	16675.47	1105.47	1105.47	1
		5.647058824	20	121	398.1176471		0.02	0.05		5.76	21	127.05	0.112941176	426.384	28.26635294	28.26635294	1
		340	5	51	9520		0.02	0.05		346.8	5.25	53.55	6.8	10195.92	675.92	675.92	1
		1666.666667	8	46	45000		0.02	0.05		1700	8.4	48.3	33.33333333	48195	3195	3195	1
		200	24	84	10800		0.02	0.05		204	25.2	88.2	4	11566.8	766.8	766.8	1
		37.5	3	221	4200		0.02	0.05		38.25	3.15	232.05	0.75	4498.2	298.2	298.2	1
		300	0	50	7500		0.02	0.05		306	0	52.5	6	8032.5	532.5	532.5	1
		142.5	15	388	28713.75		0.02	0.05		145.35	15.75	407.4	2.85	30752.42625	2038.67625	2038.67625	1
		75	4	519	19612.5		0.02	0.05		76.5	4.2	544.95	1.5	21004.9875	1392.4875	1392.4875	1
		375	31	708	138562.5		0.02	0.05		382.5	32.55	743.4	7.5	148400.4375	9837.9375	9837.9375	1
																	
13a	3-18	0	2.428646152	3.642969228	0		0.02	0.05		0	2.55007846	3.82511769	0	0	0	0	1
	Reparatie						0.02	0.05		0	0	0	0	0	0	0	1
		152.7054419	24.14059351	31.68452898	4262.4		0.02	0.05		155.7595508	25.34762318	33.26875542	3.054108839	4565.0304	302.6304	302.6304	1
		1444.065249	42.71794508	54.92307225	70500		0.02	0.05		1472.946554	44.85384233	57.66922586	28.88130498	75505.5	5005.5	5005.5	1
		0	25.4743427	38.21151405	0		0.02	0.05		0	26.74805984	40.12208976	0	0	0	0	1
		330.1999687	38.58994915	56.13083513	15638.4		0.02	0.05		336.803968	40.51944661	58.93737688	6.603999373	16748.7264	1110.3264	1110.3264	1
		14.60841618	45.7818282	66.59175011	820.8		0.02	0.05		14.90058451	48.07091961	69.92133761	0.292168324	879.0768	58.2768	58.2768	1
		456.7379081	69.36144218	91.03689286	36630		0.02	0.05		465.8726662	72.82951429	95.5887375	9.134758161	39230.73	2600.73	2600.73	1
		38.72952687	56.15870308	78.62218432	2610		0.02	0.05		39.50411741	58.96663824	82.55329353	0.774590537	2795.31	185.31	185.31	1
		377.9933046	74.87116744	98.26840726	32722.8		0.02	0.05		385.5531707	78.61472581	103.1818276	7.559866092	35046.1188	2323.3188	2323.3188	1
		2791.576434	100.9349042	129.7734483	322020		0.02	0.05		2847.407962	105.9816494	136.2621207	55.83152868	344883.42	22863.42	22863.42	1
		363.81994	87.2431566	118.4014268	37408.8		0.02	0.05		371.0963388	91.60531443	124.3214982	7.2763988	40064.8248	2656.0248	2656.0248	1
		46.0996041	81.88790498	114.643067	4530		0.02	0.05		47.02159618	85.98230023	120.3752203	0.921992082	4851.63	321.63	321.63	1
		177.4772692	139.3277016	179.1356163	28260		0.02	0.05		181.0268146	146.2940867	188.0923971	3.549545384	30266.46	2006.46	2006.46	1
		143.1412064	129.0362186	169.3600369	21356.4		0.02	0.05		146.0040305	135.4880295	177.8280388	2.862824128	22872.7044	1516.3044	1516.3044	1
		13.85783826	176.2179609	256.317034	2997		0.02	0.05		14.13499502	185.0288589	269.1328857	0.277156765	3209.787	212.787	212.787	1
		423.3984381	379.5715466	506.0953955	187495		0.02	0.05		431.8664069	398.5501239	531.4001653	8.467968763	200807.145	13312.145	13312.145	1
																	
13b	3-18	52539.5599	6.234938267	12.14323076	482790.4563		-2.70254E-05	0		52538.14	6.234938267	12.14323076	-1.419903367	482777.4087	-13.04761204	0	1
	Nieuwwaarde							0		0	0	0	0	0	0	0	1
		1272.54535	40.67107964	75.4393547	73877.89663		-0.013254359	0		1255.678577	40.67107964	75.4393547	-16.86677236	72898.6925	-979.2041325	0	1
		9627.10166	64.5701586	122.0512717	898311.7405		-0.006724242	0		9562.366703	64.5701586	122.0512717	-64.73495679	892271.2754	-6040.465112	0	1
		808.6567823	72.01582727	127.3717135	80618.04358		-0.016837074	0		795.0413682	72.01582727	127.3717135	-13.61541408	79260.67161	-1357.371965	0	1
		16509.99843	92.59572405	175.4088598	2212377.63		-0.003792016	0		16447.39226	92.59572405	175.4088598	-62.60617352	2203988.259	-8389.370739	0	1
		730.4208092	125.9297118	208.0992191	121990.841		-0.015399615	0		719.1726103	125.9297118	208.0992191	-11.24819895	120112.2291	-1878.611935	0	1
		3806.149234	140.5002666	216.7545068	679882.491		-0.013892679	0		3753.271623	140.5002666	216.7545068	-52.877611	670437.1016	-9445.389468	0	1
		774.5905374	125.9507407	224.6348123	135780.126		-0.018723097	0		760.0878037	125.9507407	224.6348123	-14.50273368	133237.9015	-2542.224455	0	1
		3149.944205	132.310867	233.9723982	576885.9244		-0.004046559	0		3137.197769	132.310867	233.9723982	-12.74643613	574551.5213	-2334.403122	0	1
		18610.50956	163.2203669	288.3854407	4202307.1		-0.005030379	0		18516.89164	163.2203669	288.3854407	-93.61792261	4181167.901	-21139.19877	0	1
		4547.74925	188.6321936	311.5827022	1137425.959		-0.002726044	0		4535.351885	188.6321936	311.5827022	-12.39736462	1134325.285	-3100.673225	0	1
		921.9920819	210.6913221	327.5516199	248127.8654		-0.002755606	0		919.4514354	210.6913221	327.5516199	-2.540646489	247444.1229	-683.7425206	0	1
		1183.181795	252.4925841	398.0791474	384872.3144		-0.024136601	0		1154.623808	252.4925841	398.0791474	-28.5579863	375582.8051	-9289.509296	0	1
		1192.843387	217.4564989	403.2381831	370195.7733		-0.01648606	0		1173.178099	217.4564989	403.2381831	-19.66528779	364092.7035	-6103.069775	0	1
		692.8919129	474.3571336	800.9907313	441839.1108		-0.004260059	0		689.9401525	474.3571336	800.9907313	-2.951760363	439956.8502	-1882.260638	0	1
		4233.984381	777.3110416	1265.238489	4324061.405		-0.018487548	0		4155.70839	777.3110416	1265.238489	-78.27599153	4244120.11	-79941.29487	0	1
																	
14	1-18	44444.44444	-1.597444089	0.098949511	-33299.87952		0.01	0.01		44888.88889	-1.61341853	0.099939006	444.4444444	-33969.2071	-669.3275784	-669.3275784	1
	Recycling	2020	-16.1341853	11.11570996	-5068.660095		0.01	0.01		2040.2	-16.29552716	11.22686706	20.2	-5170.540163	-101.8800679	-101.8800679	1
		952.3809524	-7.987220447	28.68693506	9857.006957		0.01	0.01		961.9047619	-8.067092652	28.97380441	9.523809524	10055.1328	198.1258398	198.1258398	1
		9000	-21.56549521	4.911302514	-74943.86712		0.01	0.01		9090	-21.78115016	4.96041554	90	-76450.23885	-1506.371729	-1506.371729	1
		750	-11.98083067	61.50474387	18571.46745		0.01	0.01		757.5	-12.10063898	62.11979131	7.5	18944.75394	373.2864957	373.2864957	1
		8080	-16.1341853	7.862072621	-33419.33524		0.01	0.01		8160.8	-16.29552716	7.940693347	80.8	-34091.06388	-671.7286383	-671.7286383	1
		595.2380952	-9.984025559	126.61251	34710.85847		0.01	0.01		601.1904762	-10.08386581	127.8786351	5.952380952	35408.54672	697.6882552	697.6882552	1
		3600	-7.188498403	21.80532287	26310.28405		0.01	0.01		3636	-7.260383387	22.0233761	36	26839.12076	528.8367094	528.8367094	1
		564.7058824	-19.16932907	144.0627284	35264.01864		0.01	0.01		570.3529412	-19.36102236	145.5033557	5.647058824	35972.82542	708.8067747	708.8067747	1
		2266.666667	-13.57827476	37.38297454	26978.65975		0.01	0.01		2289.333333	-13.71405751	37.75680429	22.66666667	27520.93081	542.271061	542.271061	1
		16666.66667	-19.96805112	6.266448396	-114180.0227		0.01	0.01		16833.33333	-20.16773163	6.32911288	166.6666667	-116475.0411	-2295.018456	-2295.018456	1
		4000	-12.77955272	28.21046432	30861.82321		0.01	0.01		4040	-12.90734824	28.49256896	40	31482.14585	620.3226465	620.3226465	1
		750	-11.98083067	158.1668169	54819.74483		0.01	0.01		757.5	-12.10063898	159.7484851	7.5	55921.6217	1101.876871	1101.876871	1
		857.1428571	-11.98083067	168.195009	66948.93356		0.01	0.01		865.7142857	-12.10063898	169.8769591	8.571428571	68294.60712	1345.673565	1345.673565	1
		950	-7.587859425	153.7216121	69413.53251		0.01	0.01		959.5	-7.663738019	155.2588282	9.5	70808.74452	1395.212004	1395.212004	1
		500	-7.987220447	232.0675215	56020.07526		0.01	0.01		505	-8.067092652	234.3881967	5	57146.07877	1126.003513	1126.003513	1
		3750	-11.98083067	122.1906608	206643.4314		0.01	0.01		3787.5	-12.10063898	123.4125674	37.5	210796.9644	4153.532971	4153.532971	1
																	
15a	1-18	4.32850167	0	1	2.164250835		0.12	0		4.847921871	0	1	0.5194202	2.423960935	0.2597101	0.2597101	4
	Hergebruik	4.32850167	0	1	2.164250835		0.12	0		4.847921871	0	1	0.5194202	2.423960935	0.2597101	0.2597101	4
		512.0617476	8.915680473	22.27071006	7984.678819		0.12	0		573.5091573	8.915680473	22.27071006	61.44740971	8942.840277	958.1614582	958.1614582	4
		105.1825906	20	55	3944.347147		0.12	0		117.8045015	20	55	12.62191087	4417.668805	473.3216576	473.3216576	4
		399.5207042	20	30	9988.017604		0.12	0		447.4631887	20	30	47.9424845	11186.57972	1198.562113	1198.562113	4
		2739.508707	35	60	130126.6636		0.12	0		3068.249752	35	60	328.7410449	145741.8632	15615.19963	15615.19963	4
		525.4801028	14.35415237	14.75188744	7647.322395		0.12	0		588.5377151	14.35415237	14.75188744	63.05761233	8565.001082	917.6786874	917.6786874	4
		2052.142642	64.96625185	133.196583	203329.2017		0.12	0		2298.399759	64.96625185	133.196583	246.257117	227728.7059	24399.50421	24399.50421	4
		682.1718632	70	100	57984.60838		0.12	0		764.0324868	70	100	81.86062359	64942.76138	6958.153005	6958.153005	4
		4.32850167	1	2	6.492752505		0.12	0		4.847921871	1	2	0.5194202	7.271882806	0.779130301	0.779130301	4
		639.3196967	15	25	12786.39393		0.12	0		716.0380603	15	25	76.7183636	14320.76121	1534.367272	1534.367272	4
		106.0482909	40	80	6362.897455		0.12	0		118.7740858	40	80	12.72579491	7126.44515	763.5476946	763.5476946	4
		52.80772038	12	160	4541.463952		0.12	0		59.14464682	12	160	6.336926445	5086.439627	544.9756743	544.9756743	4
		1025.422046	18.21021528	199.7720557	111761.9131		0.12	0		1148.472691	18.21021528	199.7720557	123.0506455	125173.3427	13411.42958	13411.42958	4
		733.2481829	84.62092131	328.6372361	151510.3965		0.12	0		821.2379649	84.62092131	328.6372361	87.98978195	169691.6441	18181.24758	18181.24758	4
		77.4801799	17.29050279	245.8100559	10192.53931		0.12	0		86.77780149	17.29050279	245.8100559	9.297621588	11415.64403	1223.104717	1223.104717	4
		3209.151138	36.3115727	627.8560831	1065707.194		0.12	0		3594.249275	36.3115727	627.8560831	385.0981366	1193592.058	127884.8633	127884.8633	4
																	
15a	1-18	88.88888889	0	1	44.44444444		0.12	0		99.55555556	0	1	10.66666667	49.77777778	5.333333333	5.333333333	4
	Hergebruik componenten	2.02	0	1	1.01		0.12	0		2.2624	0	1	0.2424	1.1312	0.1212	0.1212	4
		238.0952381	8	31	4642.857143		0.12	0		266.6666667	8	31	28.57142857	5200	557.1428571	557.1428571	4
		2250	10	71	91125		0.12	0		2520	10	71	270	102060	10935	10935	4
		375	5	77	15375		0.12	0		420	5	77	45	17220	1845	1845	4
		80.8	20	87	4322.8		0.12	0		90.496	20	87	9.696	4841.536	518.736	518.736	4
		29.76190476	2	44	684.5238095		0.12	0		33.33333333	2	44	3.571428571	766.6666667	82.14285714	82.14285714	4
		180	25	148	15570		0.12	0		201.6	25	148	21.6	17438.4	1868.4	1868.4	4
		5.647058824	20	121	398.1176471		0.12	0		6.324705882	20	121	0.677647059	445.8917647	47.77411765	47.77411765	4
		340	5	51	9520		0.12	0		380.8	5	51	40.8	10662.4	1142.4	1142.4	4
		1666.666667	8	46	45000		0.12	0		1866.666667	8	46	200	50400	5400	5400	4
		200	24	84	10800		0.12	0		224	24	84	24	12096	1296	1296	4
		37.5	3	221	4200		0.12	0		42	3	221	4.5	4704	504	504	4
		300	0	50	7500		0.12	0		336	0	50	36	8400	900	900	4
		142.5	15	388	28713.75		0.12	0		159.6	15	388	17.1	32159.4	3445.65	3445.65	4
		75	4	519	19612.5		0.12	0		84	4	519	9	21966	2353.5	2353.5	4
		375	31	708	138562.5		0.12	0		420	31	708	45	155190	16627.5	16627.5	4
																	
15a	1-18	0	2.428646152	3.642969228	0		0.12	0		0	2.428646152	3.642969228	0	0	0	0	4
	Reparatie	0	12.4	18.6	0		0.12	0		0	12.4	18.6	0	0	0	0	4
		152.7054419	24.14059351	31.68452898	4262.4		0.12	0		171.030095	24.14059351	31.68452898	18.32465303	4773.888	511.488	511.488	4
		1444.065249	42.71794508	54.92307225	70500		0.12	0		1617.353079	42.71794508	54.92307225	173.2878299	78960	8460	8460	4
		0	25.4743427	38.21151405	0		0.12	0		0	25.4743427	38.21151405	0	0	0	0	4
		330.1999687	38.58994915	56.13083513	15638.4		0.12	0		369.8239649	38.58994915	56.13083513	39.62399624	17515.008	1876.608	1876.608	4
		14.60841618	45.7818282	66.59175011	820.8		0.12	0		16.36142613	45.7818282	66.59175011	1.753009942	919.296	98.496	98.496	4
		456.7379081	69.36144218	91.03689286	36630		0.12	0		511.546457	69.36144218	91.03689286	54.80854897	41025.6	4395.6	4395.6	4
		38.72952687	56.15870308	78.62218432	2610		0.12	0		43.37707009	56.15870308	78.62218432	4.647543224	2923.2	313.2	313.2	4
		377.9933046	74.87116744	98.26840726	32722.8		0.12	0		423.3525012	74.87116744	98.26840726	45.35919655	36649.536	3926.736	3926.736	4
		2791.576434	100.9349042	129.7734483	322020		0.12	0		3126.565606	100.9349042	129.7734483	334.9891721	360662.4	38642.4	38642.4	4
		363.81994	87.2431566	118.4014268	37408.8		0.12	0		407.4783328	87.2431566	118.4014268	43.6583928	41897.856	4489.056	4489.056	4
		46.0996041	81.88790498	114.643067	4530		0.12	0		51.63155659	81.88790498	114.643067	5.531952491	5073.6	543.6	543.6	4
		177.4772692	139.3277016	179.1356163	28260		0.12	0		198.7745415	139.3277016	179.1356163	21.2972723	31651.2	3391.2	3391.2	4
		143.1412064	129.0362186	169.3600369	21356.4		0.12	0		160.3181512	129.0362186	169.3600369	17.17694477	23919.168	2562.768	2562.768	4
		13.85783826	176.2179609	256.317034	2997		0.12	0		15.52077885	176.2179609	256.317034	1.662940591	3356.64	359.64	359.64	4
		423.3984381	379.5715466	506.0953955	187495		0.12	0		474.2062507	379.5715466	506.0953955	50.80781258	209994.4	22499.4	22499.4	4
																	
15a	1-18	44444.44444	-1.597444089	0.098949511	-33299.87952		0.01	0		44888.88889	-1.597444089	0.098949511	444.4444444	-33632.87832	-332.9987952	-332.9987952	4
	Recycling	2020	-16.1341853	11.11570996	-5068.660095		0.01	0		2040.2	-16.1341853	11.11570996	20.2	-5119.346696	-50.68660095	-50.68660095	4
		952.3809524	-7.987220447	28.68693506	9857.006957		0.01	0		961.9047619	-7.987220447	28.68693506	9.523809524	9955.577026	98.57006957	98.57006957	4
		9000	-21.56549521	4.911302514	-74943.86712		0.01	0		9090	-21.56549521	4.911302514	90	-75693.30579	-749.4386712	-749.4386712	4
		750	-11.98083067	61.50474387	18571.46745		0.01	0		757.5	-11.98083067	61.50474387	7.5	18757.18212	185.7146745	185.7146745	4
		8080	-16.1341853	7.862072621	-33419.33524		0.01	0		8160.8	-16.1341853	7.862072621	80.8	-33753.52859	-334.1933524	-334.1933524	4
		595.2380952	-9.984025559	126.61251	34710.85847		0.01	0		601.1904762	-9.984025559	126.61251	5.952380952	35057.96705	347.1085847	347.1085847	4
		3600	-7.188498403	21.80532287	26310.28405		0.01	0		3636	-7.188498403	21.80532287	36	26573.38689	263.1028405	263.1028405	4
		564.7058824	-19.16932907	144.0627284	35264.01864		0.01	0		570.3529412	-19.16932907	144.0627284	5.647058824	35616.65883	352.6401864	352.6401864	4
		2266.666667	-13.57827476	37.38297454	26978.65975		0.01	0		2289.333333	-13.57827476	37.38297454	22.66666667	27248.44635	269.7865975	269.7865975	4
		16666.66667	-19.96805112	6.266448396	-114180.0227		0.01	0		16833.33333	-19.96805112	6.266448396	166.6666667	-115321.8229	-1141.800227	-1141.800227	4
		4000	-12.77955272	28.21046432	30861.82321		0.01	0		4040	-12.77955272	28.21046432	40	31170.44144	308.6182321	308.6182321	4
		750	-11.98083067	158.1668169	54819.74483		0.01	0		757.5	-11.98083067	158.1668169	7.5	55367.94228	548.1974483	548.1974483	4
		857.1428571	-11.98083067	168.195009	66948.93356		0.01	0		865.7142857	-11.98083067	168.195009	8.571428571	67618.4229	669.4893356	669.4893356	4
		950	-7.587859425	153.7216121	69413.53251		0.01	0		959.5	-7.587859425	153.7216121	9.5	70107.66784	694.1353251	694.1353251	4
		500	-7.987220447	232.0675215	56020.07526		0.01	0		505	-7.987220447	232.0675215	5	56580.27601	560.2007526	560.2007526	4
		3750	-11.98083067	122.1906608	206643.4314		0.01	0		3787.5	-11.98083067	122.1906608	37.5	208709.8657	2066.434314	2066.434314	4
																	
15b	1-18	52539.5599	6.234938267	12.14323076	482790.4563		-0.000162152	0.02		52531.04048	6.359637032	12.38609538	-8.5194202	492366.414	9575.95774	0	4
	Nieuwwaarde	2226	40	62	113526		-0.000315014	0.02		2225.29878	40.8	63.24	-0.7012202	115760.0425	2234.042525	0	4
		1272.54535	40.67107964	75.4393547	73877.89663		-0.079526151	0.02		1171.344715	41.48450124	76.9481418	-101.2006342	69362.72527	-4515.171358	0	4
		9627.10166	64.5701586	122.0512717	898311.7405		-0.040345449	0.02		9238.691919	65.86156177	124.4922971	-388.4097408	879310.3289	-19001.41168	0	4
		808.6567823	72.01582727	127.3717135	80618.04358		-0.101022444	0.02		726.9642978	73.45614382	129.9191478	-81.6924845	73923.28802	-6694.755557	0	4
		16509.99843	92.59572405	175.4088598	2212377.63		-0.022752094	0.02		16134.36139	94.44763853	178.917037	-375.6370411	2205282.233	-7095.396333	0	4
		730.4208092	125.9297118	208.0992191	121990.841		-0.092397688	0.02		662.9316155	128.4483061	212.2612035	-67.4891937	112933.5528	-9057.288222	0	4
		3806.149234	140.5002666	216.7545068	679882.491		-0.083356076	0.02		3488.883568	143.3102719	221.0895969	-317.265666	635674.3573	-44208.13372	0	4
		774.5905374	125.9507407	224.6348123	135780.126		-0.112338581	0.02		687.5741353	128.4697555	229.1275086	-87.01640211	122937.3148	-12842.81114	0	4
		3149.944205	132.310867	233.9723982	576885.9244		-0.024279356	0.02		3073.465588	134.9570844	238.6518462	-76.47861675	574137.0958	-2748.82862	0	4
		18610.50956	163.2203669	288.3854407	4202307.1		-0.030182276	0.02		18048.80202	166.4847743	294.1531495	-561.7075357	4156981.345	-45325.7545	0	4
		4547.74925	188.6321936	311.5827022	1137425.959		-0.016356264	0.02		4473.365062	192.4048375	317.8143562	-74.38418771	1141198.358	3772.399032	0	4
		921.9920819	210.6913221	327.5516199	248127.8654		-0.016533633	0.02		906.748203	214.9051486	334.1026523	-15.24387894	248905.9185	778.0530811	0	4
		1183.181795	252.4925841	398.0791474	384872.3144		-0.144819603	0.02		1011.833877	257.5424358	406.0407303	-171.3479178	335717.9638	-49154.3506	0	4
		1192.843387	217.4564989	403.2381831	370195.7733		-0.098916361	0.02		1074.85166	221.8056289	411.3029468	-117.9917267	340248.9018	-29946.87156	0	4
		692.8919129	474.3571336	800.9907313	441839.1108		-0.025560353	0.02		675.1813507	483.8442762	817.0105459	-17.71056218	439156.458	-2682.65289	0	4
		4233.984381	777.3110416	1265.238489	4324061.405		-0.110925291	0.02		3764.328432	792.8572624	1290.543258	-469.6559492	3921301.908	-402759.4965	0	4
																	
16a	4-18	88.88888889	0	1	44.44444444		0.03	0		91.55555556	0	1	2.666666667	45.77777778	1.333333333	1.333333333	2
	Hergebruik componenten						0.03	0		0	0	0	0	0	0	0	2
		238.0952381	8	31	4642.857143		0.03	0		245.2380952	8	31	7.142857143	4782.142857	139.2857143	139.2857143	2
		2250	10	71	91125		0.03	0		2317.5	10	71	67.5	93858.75	2733.75	2733.75	2
		375	5	77	15375		0.03	0		386.25	5	77	11.25	15836.25	461.25	461.25	2
							0.03	0		0	0	0	0	0	0	0	2
		29.76190476	2	44	684.5238095		0.03	0		30.6547619	2	44	0.892857143	705.0595238	20.53571429	20.53571429	2
		180	25	148	15570		0.03	0		185.4	25	148	5.4	16037.1	467.1	467.1	2
		5.647058824	20	121	398.1176471		0.03	0		5.816470588	20	121	0.169411765	410.0611765	11.94352941	11.94352941	2
		340	5	51	9520		0.03	0		350.2	5	51	10.2	9805.6	285.6	285.6	2
		1666.666667	8	46	45000		0.03	0		1716.666667	8	46	50	46350	1350	1350	2
		200	24	84	10800		0.03	0		206	24	84	6	11124	324	324	2
		37.5	3	221	4200		0.03	0		38.625	3	221	1.125	4326	126	126	2
		300	0	50	7500		0.03	0		309	0	50	9	7725	225	225	2
		142.5	15	388	28713.75		0.03	0		146.775	15	388	4.275	29575.1625	861.4125	861.4125	2
		75	4	519	19612.5		0.03	0		77.25	4	519	2.25	20200.875	588.375	588.375	2
		375	31	708	138562.5		0.03	0		386.25	31	708	11.25	142719.375	4156.875	4156.875	2
																	
16a	4-18	0	2.428646152	3.642969228	0		0.03	0		0	2.428646152	3.642969228	0	0	0	0	2
	Reparatie						0.03	0		0	0	0	0	0	0	0	2
		152.7054419	24.14059351	31.68452898	4262.4		0.03	0		157.2866052	24.14059351	31.68452898	4.581163258	4390.272	127.872	127.872	2
		1444.065249	42.71794508	54.92307225	70500		0.03	0		1487.387206	42.71794508	54.92307225	43.32195747	72615	2115	2115	2
		0	25.4743427	38.21151405	0		0.03	0		0	25.4743427	38.21151405	0	0	0	0	2
							0.03	0		0	0	0	0	0	0	0	2
		14.60841618	45.7818282	66.59175011	820.8		0.03	0		15.04666867	45.7818282	66.59175011	0.438252486	845.424	24.624	24.624	2
		456.7379081	69.36144218	91.03689286	36630		0.03	0		470.4400453	69.36144218	91.03689286	13.70213724	37728.9	1098.9	1098.9	2
		38.72952687	56.15870308	78.62218432	2610		0.03	0		39.89141267	56.15870308	78.62218432	1.161885806	2688.3	78.3	78.3	2
		377.9933046	74.87116744	98.26840726	32722.8		0.03	0		389.3331038	74.87116744	98.26840726	11.33979914	33704.484	981.684	981.684	2
		2791.576434	100.9349042	129.7734483	322020		0.03	0		2875.323727	100.9349042	129.7734483	83.74729301	331680.6	9660.6	9660.6	2
		363.81994	87.2431566	118.4014268	37408.8		0.03	0		374.7345382	87.2431566	118.4014268	10.9145982	38531.064	1122.264	1122.264	2
		46.0996041	81.88790498	114.643067	4530		0.03	0		47.48259222	81.88790498	114.643067	1.382988123	4665.9	135.9	135.9	2
		177.4772692	139.3277016	179.1356163	28260		0.03	0		182.8015873	139.3277016	179.1356163	5.324318076	29107.8	847.8	847.8	2
		143.1412064	129.0362186	169.3600369	21356.4		0.03	0		147.4354426	129.0362186	169.3600369	4.294236192	21997.092	640.692	640.692	2
		13.85783826	176.2179609	256.317034	2997		0.03	0		14.27357341	176.2179609	256.317034	0.415735148	3086.91	89.91	89.91	2
		423.3984381	379.5715466	506.0953955	187495		0.03	0		436.1003913	379.5715466	506.0953955	12.70195314	193119.85	5624.85	5624.85	2
																	
16b	4-18	52539.5599	6.234938267	12.14323076	482790.4563		-3.80666E-05	0		52537.5599	6.234938267	12.14323076	-2	482772.0781	-18.37816903	0	2
	Nieuwwaarde							0		0	0	0	0	0	0	0	2
		1272.54535	40.67107964	75.4393547	73877.89663		-0.007809785	0		1262.607043	40.67107964	75.4393547	-9.938306115	73300.92611	-576.9705199	0	2
		9627.10166	64.5701586	122.0512717	898311.7405		-0.009758592	0		9533.154703	64.5701586	122.0512717	-93.94695747	889545.4828	-8766.257786	0	2
		808.6567823	72.01582727	127.3717135	80618.04358		-0.010433969	0		800.2192823	72.01582727	127.3717135	-8.4375	79776.87739	-841.1661877	0	2
								0		0	0	0	0	0	0	0	2
		730.4208092	125.9297118	208.0992191	121990.841		-0.00151679	0		729.3129139	125.9297118	208.0992191	-1.107895343	121805.8065	-185.0345484	0	2
		3806.149234	140.5002666	216.7545068	679882.491		-0.004664068	0		3788.397097	140.5002666	216.7545068	-17.75213724	676711.4731	-3171.017884	0	2
		774.5905374	125.9507407	224.6348123	135780.126		-0.001664034	0		773.3015927	125.9507407	224.6348123	-1.28894463	135554.1833	-225.9426829	0	2
		3149.944205	132.310867	233.9723982	576885.9244		-0.006028614	0		3130.954406	132.310867	233.9723982	-18.98979914	573408.1016	-3477.822818	0	2
